Team1,Team2,Score1,Score2,Date/Time,nb_matches1,nb_matches2,goals_past1,goals_past2,ratio_goals_past1,ratio_goals_past2,nb_wins1,nb_wins2,ratio_wins1,ratio_wins2,nb_losses1,nb_losses2,ratio_losses1,ratio_losses2,nb_draws1,nb_draws2,ratio_draws1,ratio_draws2,nb_wins_opp1,nb_wins_opp2,ratio_wins_opp1,ratio_wins_opp2,nb_losses_opp1,nb_losses_opp2,ratio_losses_opp1,ratio_losses_opp2,nb_draws_opp1,nb_draws_opp2,ratio_draws_opp1,ratio_draws_opp2,Ranks1,Ranks2,Points1,Points2,Year,Population1,Population2
Argentina,Colombia,0,2,2004-06-27 23:55:00,3,3,6,3,0.6,0.75,2,1,0.6666666666666666,0.3333333333333333,2,1,0.0,0.0,1,2,0.3333333333333333,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,37,733,615,2004,38728696.0,42724164.0
Trinidad and Tobago,Northern Ireland,0,3,2004-06-06 23:00:00,6,3,7,3,0.3684210526315789,0.375,1,1,0.16666666666666666,0.3333333333333333,1,1,0.6666666666666666,0.3333333333333333,1,1,0.16666666666666666,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,70,122,522,383,2004,1290535.0,1736639.712
France,Ukraine,1,0,2004-06-06 21:00:00,6,3,11,2,1.0,0.3333333333333333,4,0,0.6666666666666666,0.0,4,0,0.0,0.3333333333333333,2,2,0.3333333333333333,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,60,827,545,2004,60886604.0,47215964.0
Germany,Hungary,0,2,2004-06-06 19:00:00,7,9,15,11,0.6,0.3928571428571429,4,3,0.5714285714285714,0.3333333333333333,4,3,0.42857142857142855,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,12,72,729,517,2004,81715656.0,10115081.0
Czech Republic,Estonia,2,0,2004-06-06 17:15:00,5,9,11,6,0.6111111111111112,0.3,2,1,0.4,0.1111111111111111,2,1,0.4,0.5555555555555556,1,3,0.2,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,68,743,524,2004,10239536.0,1363565.0
Switzerland,Liechtenstein,1,0,2004-06-06 16:15:00,5,3,3,2,0.2727272727272727,0.2857142857142857,1,0,0.2,0.0,1,0,0.8,0.6666666666666666,0,1,0.0,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,44,148,592,287,2004,7347247.0,34596.0
Latvia,Azerbaijan,2,2,2004-06-06 16:00:00,8,4,8,7,0.42105263157894735,0.3888888888888889,3,2,0.375,0.5,3,2,0.375,0.5,2,0,0.25,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,51,119,556,387,2004,2278855.0,8448882.0
Spain,Andorra,4,0,2004-06-05 21:30:00,4,1,8,0,0.8,0.0,3,0,0.75,0.0,3,0,0.0,1.0,1,0,0.25,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,147,798,294,2004,43351668.0,76244.0
Portugal,Lithuania,4,1,2004-06-05 20:45:00,12,6,27,8,0.6923076923076923,0.4,6,1,0.5,0.16666666666666666,6,1,0.16666666666666666,0.8333333333333334,4,0,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,17,101,682,444,2004,10528268.0,3381118.0
Netherlands,Ireland,0,1,2004-06-05 20:00:00,5,9,6,11,0.75,0.6111111111111112,2,5,0.4,0.5555555555555556,2,5,0.2,0.1111111111111111,2,3,0.4,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,14,752,712,2004,16287182.0,4128749.0
Sweden,Poland,3,1,2004-06-05 18:30:00,8,10,11,22,0.5,0.7586206896551724,3,8,0.375,0.8,3,8,0.5,0.1,1,1,0.125,0.1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,19,25,677,656,2004,8990639.0,38396068.0
Denmark,Croatia,1,2,2004-06-05 17:00:00,7,4,9,5,0.5294117647058824,0.4166666666666667,3,1,0.42857142857142855,0.25,3,1,0.14285714285714285,0.5,3,1,0.42857142857142855,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,20,715,673,2004,5402761.0,4383920.0
England,Iceland,6,1,2004-06-05 16:30:00,5,4,7,3,0.5,0.375,1,0,0.2,0.0,1,0,0.4,0.5,2,2,0.4,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,58,738,548,2004,50302667.519999996,291104.0
South Korea,Turkey,2,1,2004-06-05 12:00:00,5,8,0,14,0.0,0.6363636363636364,0,5,0.0,0.625,0,5,0.8,0.125,1,2,0.2,0.25,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,117,8,395,738,2004,48498084.0,67007852.0
Liechtenstein,Greece,0,2,2004-06-03 20:00:00,2,6,2,6,0.4,0.4615384615384616,0,3,0.0,0.5,0,3,0.5,0.3333333333333333,1,1,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,148,30,287,641,2004,34596.0,11270476.0
United States,Honduras,4,0,2004-06-02 23:55:00,7,9,8,9,0.6666666666666666,0.36,4,0,0.5714285714285714,0.0,4,0,0.14285714285714285,0.6666666666666666,2,3,0.2857142857142857,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,49,732,564,2004,292539328.0,7204153.0
Ireland,Jamaica,1,0,2004-06-02 20:45:00,8,8,10,10,0.5882352941176471,0.5,4,3,0.5,0.375,4,3,0.125,0.5,3,1,0.375,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,46,712,569,2004,4128749.0,2728777.0
Switzerland,Germany,0,2,2004-06-02 20:45:00,4,6,3,13,0.3333333333333333,0.5652173913043478,1,3,0.25,0.5,1,3,0.75,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,44,12,592,729,2004,7347247.0,81715656.0
Czech Republic,Bulgaria,3,1,2004-06-02 17:30:00,4,5,8,9,0.5714285714285714,0.6923076923076923,1,3,0.25,0.6,1,3,0.5,0.2,1,1,0.25,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,34,743,627,2004,10239536.0,7743264.0
South Korea,Turkey,0,1,2004-06-02 12:00:00,4,7,0,13,0.0,0.6190476190476191,0,4,0.0,0.5714285714285714,0,4,0.75,0.14285714285714285,1,2,0.25,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,117,8,395,738,2004,48498084.0,67007852.0
England,Japan,1,1,2004-06-01 21:00:00,5,12,8,18,0.5333333333333333,0.6206896551724138,2,6,0.4,0.5,2,6,0.4,0.25,1,3,0.2,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,29,738,646,2004,50302667.519999996,128213632.0
China,Hungary,2,1,2004-06-01 09:30:00,3,8,4,10,0.6666666666666666,0.4,2,3,0.6666666666666666,0.375,2,3,0.0,0.625,1,0,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,86,72,484,517,2004,1314007552.0,10115081.0
Nigeria,Jamaica,2,0,2004-05-31 16:00:00,5,7,4,10,0.4,0.5555555555555556,2,3,0.4,0.42857142857142855,2,3,0.4,0.42857142857142855,1,1,0.2,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,35,46,623,569,2004,135393616.0,2728777.0
Tunisia,Italy,0,4,2004-05-30 20:45:00,6,7,5,10,0.5,0.5882352941176471,2,4,0.3333333333333333,0.5714285714285714,2,4,0.3333333333333333,0.14285714285714285,2,2,0.3333333333333333,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,45,10,580,734,2004,10017601.0,58494704.0
Estonia,Denmark,2,2,2004-05-30 19:00:00,8,6,4,7,0.25,0.5384615384615384,1,3,0.125,0.5,1,3,0.625,0.16666666666666666,2,2,0.25,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,68,13,524,715,2004,1363565.0,5402761.0
Algeria,Jordan,1,1,2004-05-30 16:00:00,1,2,1,1,1.0,0.3333333333333333,1,0,1.0,0.0,1,0,0.0,0.5,0,1,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,62,47,541,567,2004,32831098.0,5535595.0
Wales,Canada,1,0,2004-05-30 15:30:00,3,4,6,4,0.8571428571428571,0.21052631578947367,2,0,0.6666666666666666,0.0,2,0,0.0,1.0,1,0,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,66,87,532,481,2004,2874438.144,31949418.0
Scotland,Trinidad and Tobago,4,1,2004-05-30 15:00:00,5,5,2,6,0.2222222222222222,0.42857142857142855,1,1,0.2,0.2,1,1,0.6,0.6,1,1,0.2,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,54,70,552,522,2004,4970382.624,1290535.0
Iceland,Japan,2,3,2004-05-30 13:00:00,3,12,1,15,0.3333333333333333,0.6,0,5,0.0,0.4166666666666667,0,5,0.3333333333333333,0.3333333333333333,2,3,0.6666666666666666,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,58,29,548,646,2004,291104.0,128213632.0
Netherlands,Belgium,0,1,2004-05-29 20:30:00,4,4,6,3,0.8571428571428571,0.25,2,0,0.5,0.0,2,0,0.0,0.75,2,1,0.5,0.25,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,4,16,752,696,2004,16287182.0,10480117.0
Portugal,Luxembourg,3,0,2004-05-29 20:15:00,11,4,24,4,0.6666666666666666,0.3076923076923077,5,0,0.4545454545454545,0.0,5,0,0.18181818181818185,0.75,4,1,0.3636363636363637,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,17,153,682,256,2004,10528268.0,451819.0
Croatia,Slovakia,1,0,2004-05-29 20:15:00,3,4,4,4,0.3636363636363637,0.6666666666666666,0,1,0.0,0.25,0,1,0.6666666666666666,0.0,1,3,0.3333333333333333,0.75,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,20,50,673,557,2004,4383920.0,5399419.0
Poland,Greece,1,0,2004-05-29 20:00:00,9,5,21,6,0.75,0.5,7,3,0.7777777777777778,0.6,7,3,0.1111111111111111,0.2,1,1,0.1111111111111111,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,25,30,656,641,2004,38396068.0,11270476.0
Ireland,Nigeria,0,3,2004-05-29 16:00:00,7,4,10,1,0.7142857142857143,0.14285714285714285,4,1,0.5714285714285714,0.25,4,1,0.0,0.5,3,1,0.42857142857142855,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,35,712,623,2004,4128749.0,135393616.0
Finland,Sweden,1,3,2004-05-28 19:00:00,8,7,11,8,0.4782608695652174,0.4444444444444444,3,2,0.375,0.2857142857142857,3,2,0.5,0.5714285714285714,1,1,0.125,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,40,19,610,677,2004,5242185.0,8990639.0
France,Andorra,4,0,2004-05-28 17:45:00,5,0,7,0,1.0,0.0,3,0,0.6,0.0,3,0,0.0,0.0,2,0,0.4,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,147,827,294,2004,60886604.0,76244.0
Mali,Morocco,0,0,2004-05-28 17:00:00,1,7,1,8,1.0,0.6666666666666666,1,4,1.0,0.5714285714285714,1,4,0.0,0.2857142857142857,0,1,0.0,0.14285714285714285,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,54,38,552,614,2004,12391906.0,30179286.0
Azerbaijan,Uzbekistan,3,1,2004-05-28 15:00:00,3,2,4,5,0.2857142857142857,0.7142857142857143,1,1,0.3333333333333333,0.5,1,1,0.6666666666666666,0.0,0,1,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,119,81,387,501,2004,8448882.0,26160326.0
Estonia,Scotland,0,1,2004-05-27 20:30:00,7,5,4,2,0.26666666666666666,0.2,1,0,0.14285714285714285,0.0,1,0,0.5714285714285714,0.6,2,2,0.2857142857142857,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,68,54,524,552,2004,1363565.0,4970382.624
Germany,Malta,7,0,2004-05-27 20:30:00,6,3,10,2,0.4761904761904762,0.2222222222222222,3,0,0.5,0.0,3,0,0.5,0.6666666666666666,0,1,0.0,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,12,129,729,353,2004,81715656.0,405007.0
Ireland,Romania,1,0,2004-05-27 20:30:00,6,8,9,18,0.6923076923076923,0.8181818181818182,3,6,0.5,0.75,3,6,0.0,0.125,3,1,0.5,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,27,712,653,2004,4128749.0,21591164.0
Norway,Wales,0,0,2004-05-27 19:00:00,7,2,14,6,0.7368421052631579,0.8571428571428571,5,2,0.7142857142857143,1.0,5,2,0.14285714285714285,0.0,1,0,0.14285714285714285,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,42,66,604,532,2004,4598214.0,2874438.144
Georgia,Israel,0,1,2004-05-27 17:00:00,3,4,1,11,0.1111111111111111,0.7857142857142857,0,3,0.0,0.75,0,3,1.0,0.0,0,1,0.0,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,93,51,469,556,2004,4533329.0,6468827.0
Austria,Russia,0,0,2004-05-25 19:00:00,3,3,7,5,0.7777777777777778,0.4166666666666667,2,0,0.6666666666666666,0.0,2,0,0.0,0.6666666666666666,1,1,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,67,24,526,659,2004,8216804.5,144044608.0
Australia,Turkey,0,1,2004-05-24 11:30:00,5,6,6,12,0.4615384615384616,0.6,2,3,0.4,0.5,2,3,0.4,0.16666666666666666,1,2,0.2,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,82,8,498,738,2004,19948430.0,67007852.0
Trinidad and Tobago,Iraq,2,0,2004-05-23 16:00:00,4,1,4,0,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.75,1.0,1,0,0.25,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,70,43,522,595,2004,1290535.0,26316610.0
Australia,Turkey,1,3,2004-05-21 11:30:00,4,5,5,9,0.5555555555555556,0.5625,2,2,0.5,0.4,2,2,0.25,0.2,1,2,0.25,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,82,8,498,738,2004,19948430.0,67007852.0
France,Brazil,0,0,2004-05-20 21:00:00,4,4,7,8,1.0,0.8888888888888888,3,3,0.75,0.75,3,3,0.0,0.0,1,1,0.25,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,1,827,848,2004,60886604.0,184738448.0
Cyprus,Jordan,0,0,2004-05-19 16:00:00,3,1,5,1,0.5555555555555556,0.3333333333333333,2,0,0.6666666666666666,0.0,2,0,0.3333333333333333,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,97,47,454,567,2004,1010410.0,5535595.0
Chile,Peru,1,1,2004-04-28 23:55:00,5,8,4,12,0.5714285714285714,0.5,2,3,0.4,0.375,2,3,0.2,0.5,2,1,0.4,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,80,74,506,516,2004,15973778.0,27273194.0
El Salvador,Colombia,0,2,2004-04-28 23:55:00,2,4,2,1,0.5,0.5,1,0,0.5,0.0,1,0,0.5,0.0,0,4,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,95,39,461,612,2004,6000775.0,42724164.0
Honduras,Ecuador,1,1,2004-04-28 23:55:00,9,6,8,5,0.3478260869565217,0.38461538461538464,0,1,0.0,0.16666666666666666,0,1,0.6666666666666666,0.3333333333333333,3,3,0.3333333333333333,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,49,37,564,615,2004,7204153.0,13509647.0
Jamaica,Venezuela,2,1,2004-04-28 23:55:00,8,8,11,13,0.55,0.5909090909090909,3,4,0.375,0.5,3,4,0.375,0.25,2,2,0.25,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,46,57,569,549,2004,2728777.0,26327224.0
United States,Mexico,1,0,2004-04-28 23:55:00,8,9,9,7,0.6923076923076923,0.4375,4,2,0.5,0.2222222222222222,4,2,0.125,0.3333333333333333,3,4,0.375,0.4444444444444444,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,11,7,732,740,2004,292539328.0,106995584.0
Morocco,Argentina,0,1,2004-04-28 23:00:00,7,5,8,13,0.6666666666666666,0.6842105263157895,4,4,0.5714285714285714,0.8,4,4,0.2857142857142857,0.0,1,1,0.14285714285714285,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,38,5,614,744,2004,30179286.0,38728696.0
Portugal,Sweden,2,2,2004-04-28 22:15:00,11,7,23,7,0.6764705882352942,0.4117647058823529,5,2,0.4545454545454545,0.2857142857142857,5,2,0.18181818181818185,0.7142857142857143,4,0,0.3636363636363637,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,17,19,682,677,2004,10528268.0,8990639.0
Italy,Spain,1,1,2004-04-28 21:00:00,7,4,11,11,0.6111111111111112,0.9166666666666666,5,4,0.7142857142857143,1.0,5,4,0.14285714285714285,0.0,1,0,0.14285714285714285,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,3,734,798,2004,58494704.0,43351668.0
Northern Ireland,Serbia and Montenegro,1,1,2004-04-28 20:45:00,3,4,2,4,0.25,0.3333333333333333,1,0,0.3333333333333333,0.0,1,0,0.6666666666666666,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,122,41,383,605,2004,1736639.712,8078302.0
San Marino,Liechtenstein,1,0,2004-04-28 20:30:00,1,2,2,3,0.5,0.6,0,1,0.0,0.5,0,1,0.0,0.0,1,1,1.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,162,148,216,287,2004,28866.0,34596.0
Netherlands,Greece,4,0,2004-04-28 20:30:00,4,5,3,8,0.6,0.6666666666666666,1,3,0.25,0.6,1,3,0.0,0.0,3,2,0.75,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,30,752,641,2004,16287182.0,11270476.0
Hungary,Brazil,1,4,2004-04-28 20:30:00,8,4,14,4,0.5384615384615384,1.0,4,2,0.5,0.5,4,2,0.5,0.0,0,2,0.0,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,72,1,517,848,2004,10115081.0,184738448.0
Austria,Luxembourg,4,1,2004-04-28 20:30:00,3,4,5,4,0.8333333333333334,0.2857142857142857,2,0,0.6666666666666666,0.0,2,0,0.0,0.75,1,1,0.3333333333333333,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,67,153,526,256,2004,8216804.5,451819.0
Switzerland,Slovenia,2,1,2004-04-28 20:15:00,4,3,2,2,0.2222222222222222,0.3333333333333333,0,1,0.0,0.3333333333333333,0,1,1.0,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,44,31,592,637,2004,7347247.0,1991430.0
Belgium,Turkey,2,3,2004-04-28 20:15:00,4,5,4,6,0.3636363636363637,0.4,1,1,0.25,0.2,1,1,0.5,0.4,1,2,0.25,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,16,8,696,738,2004,10480117.0,67007852.0
Bosnia and Herzegovina,Finland,1,0,2004-04-28 20:00:00,1,9,2,14,0.6666666666666666,0.5185185185185185,1,4,1.0,0.4444444444444444,1,4,0.0,0.4444444444444444,0,1,0.0,0.1111111111111111,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,59,40,547,610,2004,3781287.0,5242185.0
Denmark,Scotland,1,0,2004-04-28 20:00:00,6,5,7,2,0.5384615384615384,0.18181818181818185,3,0,0.5,0.0,3,0,0.16666666666666666,0.6,2,2,0.3333333333333333,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,54,715,552,2004,5402761.0,4970382.624
Estonia,Albania,1,1,2004-04-28 20:00:00,6,5,3,9,0.2307692307692308,0.5,1,3,0.16666666666666666,0.6,1,3,0.6666666666666666,0.4,1,0,0.16666666666666666,0.0,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,68,89,524,479,2004,1363565.0,3097747.0
Norway,Russia,3,2,2004-04-28 20:00:00,8,2,13,3,0.7647058823529411,0.42857142857142855,5,0,0.625,0.0,5,0,0.25,0.5,1,1,0.125,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,42,24,604,659,2004,4598214.0,144044608.0
Romania,Germany,5,1,2004-04-28 19:00:00,8,6,14,10,0.8235294117647058,0.625,6,4,0.75,0.6666666666666666,6,4,0.125,0.3333333333333333,1,0,0.125,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,27,12,653,729,2004,21591164.0,81715656.0
Ukraine,Slovakia,1,1,2004-04-28 18:15:00,3,4,1,5,0.2,0.625,0,1,0.0,0.25,0,1,0.6666666666666666,0.0,1,3,0.3333333333333333,0.75,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,60,50,545,557,2004,47215964.0,5399419.0
Poland,Ireland,0,0,2004-04-28 18:00:00,9,6,22,10,0.6875,0.7142857142857143,7,4,0.7777777777777778,0.6666666666666666,7,4,0.2222222222222222,0.0,0,2,0.0,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,25,14,656,712,2004,38396068.0,4128749.0
Belarus,Lithuania,1,0,2004-04-28 17:30:00,4,6,8,8,0.6666666666666666,0.4,3,1,0.75,0.16666666666666666,3,1,0.25,0.8333333333333334,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,90,101,476,444,2004,9676902.0,3381118.0
Bulgaria,Cameroon,3,0,2004-04-28 17:00:00,5,1,8,0,0.6666666666666666,0.0,3,0,0.6,0.0,3,0,0.2,0.0,1,1,0.2,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,34,14,627,712,2004,7743264.0,16959080.0
Israel,Moldova,1,1,2004-04-28 17:00:00,3,3,10,4,0.8333333333333334,0.5,3,2,1.0,0.6666666666666666,3,2,0.0,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,51,106,556,434,2004,6468827.0,4166337.0
Czech Republic,Japan,0,1,2004-04-28 16:30:00,4,11,12,14,0.7058823529411765,0.5833333333333334,2,4,0.5,0.3636363636363637,2,4,0.25,0.3636363636363637,1,3,0.25,0.2727272727272727,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,29,743,646,2004,10239536.0,128213632.0
Latvia,Iceland,0,0,2004-04-28 15:30:00,7,3,8,1,0.42105263157894735,0.16666666666666666,3,0,0.42857142857142855,0.0,3,0,0.42857142857142855,0.6666666666666666,1,1,0.14285714285714285,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,51,58,556,548,2004,2278855.0,291104.0
Armenia,Turkmenistan,1,0,2004-04-28 15:00:00,3,0,6,0,0.5454545454545454,0.0,2,0,0.6666666666666666,0.0,2,0,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,113,99,407,448,2004,3000612.0,4703398.0
Kazakhstan,Azerbaijan,2,3,2004-04-28 13:30:00,5,2,5,1,0.2777777777777778,0.1111111111111111,0,0,0.0,0.0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,136,119,327,387,2004,15385916.0,8448882.0
South Korea,Paraguay,0,0,2004-04-28 12:00:00,4,7,1,4,0.2,0.4444444444444444,1,3,0.25,0.42857142857142855,1,3,0.75,0.2857142857142857,0,2,0.0,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,117,22,395,664,2004,48498084.0,5703740.0
Hungary,Japan,3,2,2004-04-25 13:00:00,7,10,11,12,0.5238095238095238,0.631578947368421,3,4,0.42857142857142855,0.4,3,4,0.5714285714285714,0.3,0,3,0.0,0.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,72,29,517,646,2004,10115081.0,128213632.0
Jamaica,Honduras,2,2,2004-03-31 23:55:00,8,9,9,7,0.5,0.3333333333333333,3,0,0.375,0.0,3,0,0.5,0.6666666666666666,1,3,0.125,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,46,49,569,564,2004,2728777.0,7204153.0
Mexico,Costa Rica,2,0,2004-03-31 23:55:00,8,4,5,3,0.35714285714285715,0.42857142857142855,1,2,0.125,0.5,1,2,0.375,0.5,4,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,17,740,682,2004,106995584.0,4187038.0
Portugal,Italy,1,2,2004-03-31 21:45:00,10,6,22,9,0.7096774193548387,0.6,5,4,0.5,0.6666666666666666,5,4,0.1,0.16666666666666666,4,1,0.4,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,17,10,682,734,2004,10528268.0,58494704.0
Spain,Denmark,2,0,2004-03-31 21:45:00,3,5,9,7,0.9,0.6363636363636364,3,3,1.0,0.6,3,3,0.0,0.0,0,2,0.0,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,13,798,715,2004,43351668.0,5402761.0
Scotland,Romania,1,2,2004-03-31 21:00:00,4,7,1,12,0.125,0.8571428571428571,0,5,0.0,0.7142857142857143,0,5,0.5,0.14285714285714285,2,1,0.5,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,54,27,552,653,2004,4970382.624,21591164.0
Netherlands,France,0,0,2004-03-31 20:45:00,3,4,3,12,0.6,1.0,1,4,0.3333333333333333,1.0,1,4,0.0,0.0,2,0,0.6666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,2,752,827,2004,16287182.0,60886604.0
Sweden,England,1,0,2004-03-31 20:45:00,6,5,6,10,0.375,0.5882352941176471,1,3,0.16666666666666666,0.6,1,3,0.8333333333333334,0.2,0,1,0.0,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,19,8,677,738,2004,8990639.0,50302667.519999996
Poland,United States,0,1,2004-03-31 20:35:00,8,7,22,8,0.7096774193548387,0.6666666666666666,7,3,0.875,0.42857142857142855,7,3,0.125,0.14285714285714285,0,3,0.0,0.42857142857142855,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,25,11,656,732,2004,38396068.0,292539328.0
